FIPS,POPCENSUS2010,POPESTIMATE2019,STATE,COUNTY
27103,32727,34274,Minnesota,Nicollet County
27105,21378,21629,Minnesota,Nobles County
27107,6852,6375,Minnesota,Norman County
27109,144248,158293,Minnesota,Olmsted County
27111,57303,58746,Minnesota,Otter Tail County
27113,13930,14119,Minnesota,Pennington County
27115,29750,29579,Minnesota,Pine County
27117,9596,9126,Minnesota,Pipestone County
27119,31600,31364,Minnesota,Polk County
27121,10995,11249,Minnesota,Pope County
27123,508640,550321,Minnesota,Ramsey County
27125,4089,4055,Minnesota,Red Lake County
27127,16059,15170,Minnesota,Redwood County
27129,15730,14548,Minnesota,Renville County
27131,64142,66972,Minnesota,Rice County
27133,9687,9315,Minnesota,Rock County
27135,15629,15165,Minnesota,Roseau County
27137,200226,199070,Minnesota,St. Louis County
27139,129928,149013,Minnesota,Scott County
27141,88499,97238,Minnesota,Sherburne County
27143,15226,14865,Minnesota,Sibley County
27145,150642,161075,Minnesota,Stearns County
27147,36576,36649,Minnesota,Steele County
27149,9726,9805,Minnesota,Stevens County
27151,9783,9266,Minnesota,Swift County
27153,24895,24664,Minnesota,Todd County
27155,3558,3259,Minnesota,Traverse County
27157,21676,21627,Minnesota,Wabasha County
27159,13843,13682,Minnesota,Wadena County
27161,19136,18612,Minnesota,Waseca County
27163,238136,262440,Minnesota,Washington County
27165,11211,10897,Minnesota,Watonwan County
27167,6576,6207,Minnesota,Wilkin County
27169,51461,50484,Minnesota,Winona County
27171,124700,138377,Minnesota,Wright County
27173,10438,9709,Minnesota,Yellow Medicine County
28001,32297,30693,Mississippi,Adams County
28003,37057,36953,Mississippi,Alcorn County
28005,13131,12297,Mississippi,Amite County
28007,19564,18174,Mississippi,Attala County
28009,8729,8259,Mississippi,Benton County
28011,34145,30628,Mississippi,Bolivar County
28013,14962,14361,Mississippi,Calhoun County
28015,10597,9947,Mississippi,Carroll County
28017,17392,17103,Mississippi,Chickasaw County
28019,8547,8210,Mississippi,Choctaw County
28021,9604,8988,Mississippi,Claiborne County
28023,16732,15541,Mississippi,Clarke County
28025,20634,19316,Mississippi,Clay County
28027,26151,22124,Mississippi,Coahoma County
28029,29449,28065,Mississippi,Copiah County
28031,19568,18636,Mississippi,Covington County
28033,161252,184945,Mississippi,DeSoto County
28035,74934,74897,Mississippi,Forrest County
28037,8118,7713,Mississippi,Franklin County
28039,22578,24500,Mississippi,George County
28041,14400,13586,Mississippi,Greene County
28043,21906,20758,Mississippi,Grenada County
28045,43929,47632,Mississippi,Hancock County
28047,187105,208080,Mississippi,Harrison County
28049,245285,231840,Mississippi,Hinds County
28051,19198,17010,Mississippi,Holmes County
28053,9375,8064,Mississippi,Humphreys County
28055,1406,1327,Mississippi,Issaquena County
28057,23401,23390,Mississippi,Itawamba County
28059,139668,143617,Mississippi,Jackson County
28061,17062,16383,Mississippi,Jasper County
28063,7726,6990,Mississippi,Jefferson County
28065,12487,11128,Mississippi,Jefferson Davis County
28067,67761,68098,Mississippi,Jones County
28069,10456,9742,Mississippi,Kemper County
28071,47351,54019,Mississippi,Lafayette County
28073,55658,63343,Mississippi,Lamar County
28075,80261,74125,Mississippi,Lauderdale County
28077,12929,12586,Mississippi,Lawrence County
28079,23805,22786,Mississippi,Leake County
28081,82910,85436,Mississippi,Lee County
28083,32317,28183,Mississippi,Leflore County
28085,34869,34153,Mississippi,Lincoln County
28087,59779,58595,Mississippi,Lowndes County
28089,95203,106272,Mississippi,Madison County
28091,27088,24573,Mississippi,Marion County
28093,37144,35294,Mississippi,Marshall County
28095,36989,35252,Mississippi,Monroe County
28097,10925,9775,Mississippi,Montgomery County
28099,29676,29118,Mississippi,Neshoba County
28101,21720,21018,Mississippi,Newton County
28103,11545,10417,Mississippi,Noxubee County
28105,47671,49587,Mississippi,Oktibbeha County
28107,34707,34192,Mississippi,Panola County
28109,55834,55535,Mississippi,Pearl River County
28111,12250,11973,Mississippi,Perry County
28113,40404,39288,Mississippi,Pike County
28115,29957,32174,Mississippi,Pontotoc County
28117,25276,25126,Mississippi,Prentiss County
28119,8223,6792,Mississippi,Quitman County
28121,141617,155271,Mississippi,Rankin County
28123,28264,28124,Mississippi,Scott County
28125,4916,4321,Mississippi,Sharkey County
28127,27503,26658,Mississippi,Simpson County
28129,16491,15916,Mississippi,Smith County
28131,17786,18336,Mississippi,Stone County
28133,29450,25110,Mississippi,Sunflower County
28135,15378,13809,Mississippi,Tallahatchie County
28137,28886,28321,Mississippi,Tate County
28139,22232,22015,Mississippi,Tippah County
28141,19593,19383,Mississippi,Tishomingo County
28143,10778,9632,Mississippi,Tunica County
28145,27134,28815,Mississippi,Union County
28147,15443,14286,Mississippi,Walthall County
28149,48773,45381,Mississippi,Warren County
28151,51137,43909,Mississippi,Washington County
28153,20747,20183,Mississippi,Wayne County
28155,10253,9689,Mississippi,Webster County
28157,9878,8630,Mississippi,Wilkinson County
28159,19198,17955,Mississippi,Winston County
28161,12678,12108,Mississippi,Yalobusha County
28163,28065,29690,Mississippi,Yazoo County
29001,25607,25343,Missouri,Adair County
29003,17291,17712,Missouri,Andrew County
29005,5685,5143,Missouri,Atchison County
29007,25529,25388,Missouri,Audrain County
29009,35597,35789,Missouri,Barry County
29011,12402,11754,Missouri,Barton County
29013,17049,16172,Missouri,Bates County
29015,19056,19443,Missouri,Benton County
29017,12363,12133,Missouri,Bollinger County
29019,162642,180463,Missouri,Boone County
29021,89201,87364,Missouri,Buchanan County
29023,42794,42478,Missouri,Butler County
29025,9424,9020,Missouri,Caldwell County
29027,44332,44743,Missouri,Callaway County
29029,44002,46305,Missouri,Camden County
29031,75674,78871,Missouri,Cape Girardeau County
29033,9295,8679,Missouri,Carroll County
29035,6265,5982,Missouri,Carter County
29037,99478,105780,Missouri,Cass County
29039,13982,14349,Missouri,Cedar County
29041,7831,7426,Missouri,Chariton County
29043,77422,88595,Missouri,Christian County
29045,7139,6797,Missouri,Clark County
29047,221939,249948,Missouri,Clay County
29049,20743,20387,Missouri,Clinton County
29051,75990,76745,Missouri,Cole County
29053,17601,17709,Missouri,Cooper County
29055,24696,23920,Missouri,Crawford County
29057,7883,7561,Missouri,Dade County
29059,16777,16878,Missouri,Dallas County
29061,8433,8278,Missouri,Daviess County
29063,12892,12547,Missouri,DeKalb County
29065,15657,15573,Missouri,Dent County
29067,13684,13185,Missouri,Douglas County
29069,31953,29131,Missouri,Dunklin County
29071,101492,103967,Missouri,Franklin County
29073,15222,14706,Missouri,Gasconade County
29075,6738,6571,Missouri,Gentry County
29077,275174,293086,Missouri,Greene County
29079,10261,9850,Missouri,Grundy County
29081,8957,8352,Missouri,Harrison County
29083,22272,21824,Missouri,Henry County
29085,9627,9544,Missouri,Hickory County
29087,4912,4403,Missouri,Holt County
29089,10144,10001,Missouri,Howard County
29091,40400,40117,Missouri,Howell County
29093,10630,10125,Missouri,Iron County
29095,674158,703011,Missouri,Jackson County
29097,117404,121328,Missouri,Jasper County
29099,218733,225081,Missouri,Jefferson County
29101,52595,54062,Missouri,Johnson County
29103,4131,3959,Missouri,Knox County
29105,35571,35723,Missouri,Laclede County
29107,33381,32708,Missouri,Lafayette County
29109,38634,38355,Missouri,Lawrence County
29111,10211,9776,Missouri,Lewis County
29113,52566,59013,Missouri,Lincoln County
29115,12761,11920,Missouri,Linn County
29117,15195,15227,Missouri,Livingston County
29119,23083,22837,Missouri,McDonald County
29121,15566,15117,Missouri,Macon County
29123,12226,12088,Missouri,Madison County
29125,9176,8697,Missouri,Maries County
29127,28781,28530,Missouri,Marion County
29129,3785,3617,Missouri,Mercer County
29131,24748,25619,Missouri,Miller County
29133,14358,13180,Missouri,Mississippi County
29135,15607,16132,Missouri,Moniteau County
29137,8840,8644,Missouri,Monroe County
29139,12236,11551,Missouri,Montgomery County
29141,20565,20627,Missouri,Morgan County
29143,18956,17076,Missouri,New Madrid County
29145,58114,58236,Missouri,Newton County
29147,23370,22092,Missouri,Nodaway County
29149,10881,10529,Missouri,Oregon County
29151,13878,13615,Missouri,Osage County
29153,9723,9174,Missouri,Ozark County
29155,18296,15805,Missouri,Pemiscot County
29157,18971,19136,Missouri,Perry County
29159,42201,42339,Missouri,Pettis County
29161,45156,44573,Missouri,Phelps County
29163,18516,18302,Missouri,Pike County
29165,89322,104418,Missouri,Platte County
29167,31137,32149,Missouri,Polk County
29169,52274,52607,Missouri,Pulaski County
29171,4979,4696,Missouri,Putnam County
29173,10167,10309,Missouri,Ralls County
29175,25414,24748,Missouri,Randolph County
29177,23494,23018,Missouri,Ray County
29179,6696,6270,Missouri,Reynolds County
29181,14100,13288,Missouri,Ripley County
29183,360485,402022,Missouri,St. Charles County
29185,9805,9397,Missouri,St. Clair County
29186,18145,17894,Missouri,Ste. Genevieve County
29187,65359,67215,Missouri,St. Francois County
29189,998954,994205,Missouri,St. Louis County
29195,23370,22761,Missouri,Saline County
29197,4431,4660,Missouri,Schuyler County
29199,4843,4902,Missouri,Scotland County
29201,39191,38280,Missouri,Scott County
29203,8441,8166,Missouri,Shannon County
29205,6373,5930,Missouri,Shelby County
29207,29968,29025,Missouri,Stoddard County
29209,32202,31952,Missouri,Stone County
29211,6714,6089,Missouri,Sullivan County
29213,51675,55928,Missouri,Taney County
29215,26008,25398,Missouri,Texas County
29217,21159,20563,Missouri,Vernon County
29219,32513,35649,Missouri,Warren County
29221,25195,24730,Missouri,Washington County
29223,13521,12873,Missouri,Wayne County
29225,36202,39592,Missouri,Webster County
29227,2171,2013,Missouri,Worth County
29229,18815,18289,Missouri,Wright County
29510,319294,300576,Missouri,St. Louis city
30001,9246,9453,Montana,Beaverhead County
30003,12865,13319,Montana,Big Horn County
30005,6491,6681,Montana,Blaine County
30007,5612,6237,Montana,Broadwater County
30009,10078,10725,Montana,Carbon County
30011,1160,1252,Montana,Carter County
30013,81327,81366,Montana,Cascade County
30015,5813,5635,Montana,Chouteau County
30017,11699,11402,Montana,Custer County
30019,1751,1690,Montana,Daniels County
30021,8966,8613,Montana,Dawson County
30023,9298,9140,Montana,Deer Lodge County
30025,2890,2846,Montana,Fallon County
30027,11586,11050,Montana,Fergus County
30029,90928,103806,Montana,Flathead County
30031,89513,114434,Montana,Gallatin County
30033,1206,1258,Montana,Garfield County
30035,13399,13753,Montana,Glacier County
30037,884,821,Montana,Golden Valley County
30039,3079,3379,Montana,Granite County
30041,16096,16484,Montana,Hill County
30043,11406,12221,Montana,Jefferson County
30045,2072,2007,Montana,Judith Basin County
30047,28746,30458,Montana,Lake County
30049,63395,69432,Montana,Lewis and Clark County
30051,2339,2337,Montana,Liberty County
30053,19687,19980,Montana,Lincoln County
30055,1734,1664,Montana,McCone County
30057,7691,8600,Montana,Madison County
30059,1891,1862,Montana,Meagher County
30061,4223,4397,Montana,Mineral County
30063,109299,119600,Montana,Missoula County
30065,4538,4633,Montana,Musselshell County
30067,15636,16606,Montana,Park County
30069,494,487,Montana,Petroleum County
30071,4253,3954,Montana,Phillips County
30073,6153,5911,Montana,Pondera County
30075,1743,1682,Montana,Powder River County
30077,7027,6890,Montana,Powell County
30079,1179,1077,Montana,Prairie County
30081,40212,43806,Montana,Ravalli County
30083,9746,10803,Montana,Richland County
30085,10425,11004,Montana,Roosevelt County
30087,9233,8937,Montana,Rosebud County
30089,11413,12113,Montana,Sanders County
30091,3384,3309,Montana,Sheridan County
30093,34200,34915,Montana,Silver Bow County
30095,9117,9642,Montana,Stillwater County
30097,3651,3737,Montana,Sweet Grass County
30099,6073,6147,Montana,Teton County
30101,5324,4736,Montana,Toole County
30103,718,696,Montana,Treasure County
30105,7369,7396,Montana,Valley County
30107,2168,2126,Montana,Wheatland County
30109,1017,969,Montana,Wibaux County
30111,147972,161300,Montana,Yellowstone County
31001,31364,31363,Nebraska,Adams County
31003,6685,6298,Nebraska,Antelope County
31005,460,463,Nebraska,Arthur County
31007,690,745,Nebraska,Banner County
31009,478,465,Nebraska,Blaine County
31011,5505,5192,Nebraska,Boone County
31013,11308,10783,Nebraska,Box Butte County
31015,2099,1919,Nebraska,Boyd County
31017,3145,2955,Nebraska,Brown County
31019,46102,49659,Nebraska,Buffalo County
31021,6858,6459,Nebraska,Burt County
31023,8395,8016,Nebraska,Butler County
31025,25241,26248,Nebraska,Cass County
31027,8852,8402,Nebraska,Cedar County
31029,3966,3924,Nebraska,Chase County
31031,5713,5689,Nebraska,Cherry County
31033,9998,8910,Nebraska,Cheyenne County
31035,6542,6203,Nebraska,Clay County
31037,10515,10709,Nebraska,Colfax County
31039,9139,8846,Nebraska,Cuming County
31041,10939,10777,Nebraska,Custer County
31043,21006,20026,Nebraska,Dakota County
31045,9182,8589,Nebraska,Dawes County
31047,24326,23595,Nebraska,Dawson County
31049,1941,1794,Nebraska,Deuel County
31051,6000,5636,Nebraska,Dixon County
31053,36691,36565,Nebraska,Dodge County
31055,517110,571327,Nebraska,Douglas County
31057,2008,1693,Nebraska,Dundy County
31059,5890,5462,Nebraska,Fillmore County
31061,3225,2979,Nebraska,Franklin County
31063,2756,2627,Nebraska,Frontier County
31065,4959,4676,Nebraska,Furnas County
31067,22311,21513,Nebraska,Gage County
31069,2057,1837,Nebraska,Garden County
31071,2049,1969,Nebraska,Garfield County
31073,2044,1990,Nebraska,Gosper County
31075,614,623,Nebraska,Grant County
31077,2538,2356,Nebraska,Greeley County
31079,58607,61353,Nebraska,Hall County
31081,9124,9324,Nebraska,Hamilton County
31083,3423,3380,Nebraska,Harlan County
31085,967,922,Nebraska,Hayes County
31087,2908,2762,Nebraska,Hitchcock County
31089,10435,10067,Nebraska,Holt County
31091,736,682,Nebraska,Hooker County
31093,6274,6445,Nebraska,Howard County
31095,7547,7046,Nebraska,Jefferson County
31097,5217,5071,Nebraska,Johnson County
31099,6489,6495,Nebraska,Kearney County
31101,8368,8034,Nebraska,Keith County
31103,824,806,Nebraska,Keya Paha County
31105,3821,3632,Nebraska,Kimball County
31107,8701,8332,Nebraska,Knox County
31109,285407,319090,Nebraska,Lancaster County
31111,36288,34914,Nebraska,Lincoln County
31113,763,748,Nebraska,Logan County
31115,632,664,Nebraska,Loup County
31117,539,494,Nebraska,McPherson County
31119,34876,35099,Nebraska,Madison County
31121,7845,7755,Nebraska,Merrick County
31123,5042,4642,Nebraska,Morrill County
31125,3735,3519,Nebraska,Nance County
31127,7248,6972,Nebraska,Nemaha County
31129,4500,4148,Nebraska,Nuckolls County
31131,15740,16012,Nebraska,Otoe County
31133,2773,2613,Nebraska,Pawnee County
31135,2970,2891,Nebraska,Perkins County
31137,9188,9034,Nebraska,Phelps County
31139,7266,7148,Nebraska,Pierce County
31141,32237,33470,Nebraska,Platte County
31143,5406,5213,Nebraska,Polk County
31145,11055,10724,Nebraska,Red Willow County
31147,8363,7865,Nebraska,Richardson County
31149,1526,1357,Nebraska,Rock County
31151,14200,14224,Nebraska,Saline County
31153,158840,187196,Nebraska,Sarpy County
31155,20780,21578,Nebraska,Saunders County
31157,36970,35618,Nebraska,Scotts Bluff County
31159,16750,17284,Nebraska,Seward County
31161,5469,5246,Nebraska,Sheridan County
31163,3152,3001,Nebraska,Sherman County
31165,1311,1166,Nebraska,Sioux County
31167,6129,5920,Nebraska,Stanton County
31169,5228,5003,Nebraska,Thayer County
31171,647,722,Nebraska,Thomas County
31173,6940,7224,Nebraska,Thurston County
31175,4260,4158,Nebraska,Valley County
31177,20234,20729,Nebraska,Washington County
31179,9595,9385,Nebraska,Wayne County
31181,3812,3487,Nebraska,Webster County
31183,818,783,Nebraska,Wheeler County
31185,13665,13679,Nebraska,York County
32001,24877,24909,Nevada,Churchill County
32003,1951269,2266715,Nevada,Clark County
32005,46997,48905,Nevada,Douglas County
32007,48818,52778,Nevada,Elko County
32009,783,873,Nevada,Esmeralda County
32011,1987,2029,Nevada,Eureka County
32013,16528,16831,Nevada,Humboldt County
32015,5775,5532,Nevada,Lander County
32017,5345,5183,Nevada,Lincoln County
32019,51980,57510,Nevada,Lyon County
32021,4772,4505,Nevada,Mineral County
32023,43946,46523,Nevada,Nye County
32027,6753,6725,Nevada,Pershing County
32029,4010,4123,Nevada,Storey County
32031,421407,471519,Nevada,Washoe County
32033,10030,9580,Nevada,White Pine County
32510,55274,55916,Nevada,Carson City
33001,60088,61303,New Hampshire,Belknap County
33003,47818,48910,New Hampshire,Carroll County
33005,77117,76085,New Hampshire,Cheshire County
33007,33055,31563,New Hampshire,Coos County
33009,89118,89886,New Hampshire,Grafton County
33011,400721,417025,New Hampshire,Hillsborough County
33013,146445,151391,New Hampshire,Merrimack County
33015,295223,309769,New Hampshire,Rockingham County
33017,123143,130633,New Hampshire,Strafford County
33019,43742,43146,New Hampshire,Sullivan County
34001,274549,263670,New Jersey,Atlantic County
34003,905116,932202,New Jersey,Bergen County
34005,448734,445349,New Jersey,Burlington County
34007,513657,506471,New Jersey,Camden County
34009,97265,92039,New Jersey,Cape May County
34011,156898,149527,New Jersey,Cumberland County
34013,783969,798975,New Jersey,Essex County
34015,288288,291636,New Jersey,Gloucester County
34017,634266,672391,New Jersey,Hudson County
34019,128349,124371,New Jersey,Hunterdon County
34021,366513,367430,New Jersey,Mercer County
34023,809858,825062,New Jersey,Middlesex County
34025,630380,618795,New Jersey,Monmouth County
34027,492276,491845,New Jersey,Morris County
34029,576567,607186,New Jersey,Ocean County
34031,501226,501826,New Jersey,Passaic County
34033,66083,62385,New Jersey,Salem County
34035,323444,328934,New Jersey,Somerset County
34037,149265,140488,New Jersey,Sussex County
34039,536499,556341,New Jersey,Union County
34041,108692,105267,New Jersey,Warren County
35001,662564,679121,New Mexico,Bernalillo County
35003,3725,3527,New Mexico,Catron County
35005,65645,64615,New Mexico,Chaves County
35006,27213,26675,New Mexico,Cibola County
35007,13750,11941,New Mexico,Colfax County
35009,48376,48954,New Mexico,Curry County
35011,2022,1748,New Mexico,De Baca County
35013,209233,218195,New Mexico,Do??na County
35015,53829,58460,New Mexico,Eddy County
35017,29514,26998,New Mexico,Grant County
35019,4687,4300,New Mexico,Guadalupe County
35021,695,625,New Mexico,Harding County
35023,4894,4198,New Mexico,Hidalgo County
35025,64727,71070,New Mexico,Lea County
35027,20497,19572,New Mexico,Lincoln County
35028,17950,19369,New Mexico,Los Alamos County
35029,25095,23709,New Mexico,Luna County
35031,71492,71367,New Mexico,McKinley County
35033,4881,4521,New Mexico,Mora County
35035,63797,67490,New Mexico,Otero County
35037,9041,8253,New Mexico,Quay County
35039,40246,38921,New Mexico,Rio Arriba County
35041,19846,18500,New Mexico,Roosevelt County
35043,131561,146748,New Mexico,Sandoval County
35045,130044,123958,New Mexico,San Juan County
35047,29393,27277,New Mexico,San Miguel County
35049,144170,150358,New Mexico,Santa Fe County
35051,11988,10791,New Mexico,Sierra County
35053,17866,16637,New Mexico,Socorro County
35055,32937,32723,New Mexico,Taos County
35057,16383,15461,New Mexico,Torrance County
35059,4549,4059,New Mexico,Union County
35061,76569,76688,New Mexico,Valencia County
36001,304204,305506,New York,Albany County
36003,48946,46091,New York,Allegany County
36005,1385108,1418207,New York,Bronx County
36007,200600,190488,New York,Broome County
36009,80317,76117,New York,Cattaraugus County
36011,80026,76576,New York,Cayuga County
36013,134905,126903,New York,Chautauqua County
36015,88830,83456,New York,Chemung County
36017,50477,47207,New York,Chenango County
36019,82128,80485,New York,Clinton County
36021,63096,59461,New York,Columbia County
36023,49336,47581,New York,Cortland County
36025,47980,44135,New York,Delaware County
36027,297488,294218,New York,Dutchess County
36029,919040,918702,New York,Erie County
36031,39370,36885,New York,Essex County
36033,51599,50022,New York,Franklin County
36035,55531,53383,New York,Fulton County
36037,60079,57280,New York,Genesee County
36039,49221,47188,New York,Greene County
36041,4836,4416,New York,Hamilton County
36043,64519,61319,New York,Herkimer County
36045,116229,109834,New York,Jefferson County
36047,2504700,2559903,New York,Kings County
36049,27087,26296,New York,Lewis County
36051,65393,62914,New York,Livingston County
36053,73442,70941,New York,Madison County
36055,744344,741770,New York,Monroe County
36057,50219,49221,New York,Montgomery County
36059,1339532,1356924,New York,Nassau County
36061,1585873,1628706,New York,New York County
36063,216469,209281,New York,Niagara County
36065,234878,228671,New York,Oneida County
36067,467026,460528,New York,Onondaga County
36069,107931,109777,New York,Ontario County
36071,372813,384940,New York,Orange County
36073,42883,40352,New York,Orleans County
36075,122109,117124,New York,Oswego County
36077,62259,59493,New York,Otsego County
36079,99710,98320,New York,Putnam County
36081,2230722,2253858,New York,Queens County
36083,159429,158714,New York,Rensselaer County
36085,468730,476143,New York,Richmond County
36087,311687,325789,New York,Rockland County
36089,111944,107740,New York,St. Lawrence County
36091,219607,229863,New York,Saratoga County
36093,154727,155299,New York,Schenectady County
36095,32749,30999,New York,Schoharie County
36097,18343,17807,New York,Schuyler County
36099,35251,34016,New York,Seneca County
36101,98990,95379,New York,Steuben County
36103,1493350,1476601,New York,Suffolk County
36105,77547,75432,New York,Sullivan County
36107,51125,48203,New York,Tioga County
36109,101564,102180,New York,Tompkins County
36111,182493,177573,New York,Ulster County
36113,65707,63944,New York,Warren County
36115,63216,61204,New York,Washington County
36117,93772,89918,New York,Wayne County
36119,949113,967506,New York,Westchester County
36121,42155,39859,New York,Wyoming County
36123,25348,24913,New York,Yates County
37001,151131,169509,North Carolina,Alamance County
37003,37198,37497,North Carolina,Alexander County
37005,11155,11137,North Carolina,Alleghany County
37007,26948,24446,North Carolina,Anson County
37009,27281,27203,North Carolina,Ashe County
37011,17797,17557,North Carolina,Avery County
37013,47759,46994,North Carolina,Beaufort County
37015,21282,18947,North Carolina,Bertie County
37017,35190,32722,North Carolina,Bladen County
37019,107431,142820,North Carolina,Brunswick County
37021,238318,261191,North Carolina,Buncombe County
37023,90912,90485,North Carolina,Burke County
37025,178011,216453,North Carolina,Cabarrus County
37027,83029,82178,North Carolina,Caldwell County
37029,9980,10867,North Carolina,Camden County
37031,66469,69473,North Carolina,Carteret County
37033,23719,22604,North Carolina,Caswell County
37035,154358,159551,North Carolina,Catawba County
37037,63505,74470,North Carolina,Chatham County
37039,27444,28612,North Carolina,Cherokee County
37041,14793,13943,North Carolina,Chowan County
37043,10587,11231,North Carolina,Clay County
37045,98078,97947,North Carolina,Cleveland County
37047,58098,55508,North Carolina,Columbus County
37049,103505,102139,North Carolina,Craven County
37051,319431,335509,North Carolina,Cumberland County
37053,23547,27763,North Carolina,Currituck County
37055,33920,37009,North Carolina,Dare County
37057,162878,167609,North Carolina,Davidson County
37059,41240,42846,North Carolina,Davie County
37061,58505,58741,North Carolina,Duplin County
37063,267587,321488,North Carolina,Durham County
37065,56552,51472,North Carolina,Edgecombe County
37067,350670,382295,North Carolina,Forsyth County
37069,60619,69685,North Carolina,Franklin County
37071,206086,224529,North Carolina,Gaston County
37073,12197,11562,North Carolina,Gates County
37075,8861,8441,North Carolina,Graham County
37077,59916,60443,North Carolina,Granville County
37079,21362,21069,North Carolina,Greene County
37081,488406,537174,North Carolina,Guilford County
37083,54691,50010,North Carolina,Halifax County
37085,114678,135976,North Carolina,Harnett County
37087,59036,62317,North Carolina,Haywood County
37089,106740,117417,North Carolina,Henderson County
37091,24669,23677,North Carolina,Hertford County
37093,46952,55234,North Carolina,Hoke County
37095,5810,4937,North Carolina,Hyde County
37097,159437,181806,North Carolina,Iredell County
37099,40271,43938,North Carolina,Jackson County
37101,168878,209339,North Carolina,Johnston County
37103,10153,9419,North Carolina,Jones County
37105,57866,61779,North Carolina,Lee County
37107,59495,55949,North Carolina,Lenoir County
37109,78265,86111,North Carolina,Lincoln County
37111,44996,45756,North Carolina,McDowell County
37113,33922,35858,North Carolina,Macon County
37115,20764,21755,North Carolina,Madison County
37117,24505,22440,North Carolina,Martin County
37119,919628,1110356,North Carolina,Mecklenburg County
37121,15579,14964,North Carolina,Mitchell County
37123,27798,27173,North Carolina,Montgomery County
37125,88247,100880,North Carolina,Moore County
37127,95840,94298,North Carolina,Nash County
37129,202667,234473,North Carolina,New Hanover County
37131,22099,19483,North Carolina,Northampton County
37133,177772,197938,North Carolina,Onslow County
37135,133801,148476,North Carolina,Orange County
37137,13144,12726,North Carolina,Pamlico County
37139,40661,39824,North Carolina,Pasquotank County
37141,52217,63060,North Carolina,Pender County
37143,13453,13463,North Carolina,Perquimans County
37145,39464,39490,North Carolina,Person County
37147,168148,180742,North Carolina,Pitt County
37149,20510,20724,North Carolina,Polk County
37151,141752,143667,North Carolina,Randolph County
37153,46639,44829,North Carolina,Richmond County
37155,134168,130625,North Carolina,Robeson County
37157,93643,91010,North Carolina,Rockingham County
37159,138428,142088,North Carolina,Rowan County
37161,67810,67029,North Carolina,Rutherford County
37163,63431,63531,North Carolina,Sampson County
37165,36157,34823,North Carolina,Scotland County
37167,60585,62806,North Carolina,Stanly County
37169,47401,45591,North Carolina,Stokes County
37171,73673,71783,North Carolina,Surry County
37173,13981,14271,North Carolina,Swain County
37175,33090,34385,North Carolina,Transylvania County
37177,4407,4016,North Carolina,Tyrrell County
37179,201292,239859,North Carolina,Union County
37181,45422,44535,North Carolina,Vance County
37183,900993,1111761,North Carolina,Wake County
37185,20972,19731,North Carolina,Warren County
37187,13228,11580,North Carolina,Washington County
37189,51079,56177,North Carolina,Watauga County
37191,122623,123131,North Carolina,Wayne County
37193,69340,68412,North Carolina,Wilkes County
37195,81234,81801,North Carolina,Wilson County
37197,38406,37667,North Carolina,Yadkin County
37199,17818,18069,North Carolina,Yancey County
38001,2343,2216,North Dakota,Adams County
38003,11066,10415,North Dakota,Barnes County
38005,6660,6832,North Dakota,Benson County
38007,783,928,North Dakota,Billings County
38009,6429,6282,North Dakota,Bottineau County
38011,3151,3024,North Dakota,Bowman County
38013,1968,2115,North Dakota,Burke County
38015,81308,95626,North Dakota,Burleigh County
38017,149778,181923,North Dakota,Cass County
38019,3993,3762,North Dakota,Cavalier County
38021,5289,4872,North Dakota,Dickey County
38023,2071,2264,North Dakota,Divide County
38025,3536,4424,North Dakota,Dunn County
38027,2385,2287,North Dakota,Eddy County
38029,3550,3241,North Dakota,Emmons County
38031,3343,3210,North Dakota,Foster County
38033,1680,1761,North Dakota,Golden Valley County
38035,66861,69451,North Dakota,Grand Forks County
38037,2394,2274,North Dakota,Grant County
38039,2420,2231,North Dakota,Griggs County
38041,2477,2499,North Dakota,Hettinger County
38043,2435,2480,North Dakota,Kidder County
38045,4139,4046,North Dakota,LaMoure County
38047,1990,1850,North Dakota,Logan County
38049,5395,5745,North Dakota,McHenry County
38051,2809,2497,North Dakota,McIntosh County
38053,6360,15024,North Dakota,McKenzie County
38055,8962,9450,North Dakota,McLean County
38057,8424,8187,North Dakota,Mercer County
38059,27471,31364,North Dakota,Morton County
38061,7673,10545,North Dakota,Mountrail County
38063,3126,2879,North Dakota,Nelson County
38065,1846,1959,North Dakota,Oliver County
38067,7413,6801,North Dakota,Pembina County
38069,4357,3975,North Dakota,Pierce County
38071,11451,11519,North Dakota,Ramsey County
38073,5457,5218,North Dakota,Ransom County
38075,2470,2327,North Dakota,Renville County
38077,16321,16177,North Dakota,Richland County
38079,13937,14176,North Dakota,Rolette County
38081,3829,3898,North Dakota,Sargent County
38083,1321,1315,North Dakota,Sheridan County
38085,4153,4230,North Dakota,Sioux County
38087,727,750,North Dakota,Slope County
38089,24199,31489,North Dakota,Stark County
38091,1975,1890,North Dakota,Steele County
38093,21100,20704,North Dakota,Stutsman County
38095,2246,2189,North Dakota,Towner County
38097,8121,8036,North Dakota,Traill County
38099,11119,10641,North Dakota,Walsh County
38101,61675,67641,North Dakota,Ward County
38103,4207,3834,North Dakota,Wells County
38105,22398,37589,North Dakota,Williams County
39001,28550,27698,Ohio,Adams County
39003,106331,102351,Ohio,Allen County
39005,53139,53484,Ohio,Ashland County
39007,101497,97241,Ohio,Ashtabula County
39009,64757,65327,Ohio,Athens County
39011,45949,45656,Ohio,Auglaize County
