FIPS,County,State,Population Density (people per square kilometer),Total Population,Population 0-4,Population 5-17,Population 18-24,Population 25-44,Population 45-64,Population 65+,Population Under 18,Population 18-54,Population 55+,Male Population,Female Population
13303,Washington County,Georgia,11.6431527692914,20374.0,1143.0,3254.0,1667.0,5185.0,5498.0,3627.0,4397.0,9422.0,6555.0,10389.0,9963.0
13305,Wayne County,Georgia,17.9037743492414,29927.0,1896.0,5366.0,2301.0,7965.0,7616.0,4783.0,7262.0,14146.0,8519.0,15335.0,14682.0
13307,Webster County,Georgia,4.8189795426296,2607.0,124.0,359.0,220.0,476.0,809.0,619.0,483.0,1090.0,1034.0,1273.0,1300.0
13309,Wheeler County,Georgia,10.373514697162,7855.0,350.0,981.0,781.0,2569.0,2015.0,1159.0,1331.0,4466.0,2058.0,5103.0,2767.0
13311,White County,Georgia,46.3944843552893,30798.0,1466.0,4569.0,2813.0,6416.0,8343.0,7191.0,6035.0,13107.0,11656.0,14945.0,15656.0
13313,Whitfield County,Georgia,138.054912277575,104628.0,6756.0,20197.0,9759.0,27047.0,25824.0,15045.0,26953.0,50552.0,27123.0,51900.0,52365.0
13315,Wilcox County,Georgia,9.04013343016203,8635.0,439.0,1198.0,741.0,2508.0,2180.0,1569.0,1637.0,4393.0,2605.0,5154.0,3453.0
13317,Wilkes County,Georgia,8.12828005530707,9777.0,494.0,1548.0,744.0,1983.0,2688.0,2320.0,2042.0,3925.0,3810.0,4680.0,5089.0
13319,Wilkinson County,Georgia,7.80258967487176,8954.0,501.0,1519.0,696.0,1947.0,2483.0,1808.0,2020.0,3739.0,3195.0,4288.0,4648.0
13321,Worth County,Georgia,13.9743409343339,20247.0,1141.0,3319.0,1550.0,4661.0,5552.0,4024.0,4460.0,8837.0,6950.0,9663.0,10522.0
15001,Hawaii County,Hawaii,18.9443032718452,201513.0,11472.0,31729.0,13931.0,47932.0,52408.0,44041.0,43201.0,84819.0,73493.0,100138.0,102027.0
15003,Honolulu County,Hawaii,634.951785126835,974563.0,59882.0,144989.0,88878.0,272471.0,230675.0,177668.0,204871.0,476061.0,293631.0,489899.0,483592.0
15005,Kalawao County,Hawaii,2.41486762516734,86.0,0.0,0.0,0.0,13.0,34.0,39.0,0.0,27.0,59.0,41.0,46.0
15007,Kauai County,Hawaii,44.4580138369705,72293.0,4229.0,11433.0,4863.0,17919.0,18898.0,14951.0,15662.0,31582.0,25049.0,35785.0,36405.0
15009,Maui County,Hawaii,54.9407690337212,167417.0,9636.0,26498.0,11202.0,43463.0,44869.0,31749.0,36134.0,75930.0,55353.0,83333.0,84349.0
16001,Ada County,Idaho,163.707537284,481587.0,27131.0,84599.0,41208.0,137454.0,119237.0,71958.0,111730.0,239584.0,130273.0,241320.0,240560.0
16003,Adams County,Idaho,1.13864015268626,4294.0,169.0,576.0,187.0,745.0,1333.0,1284.0,745.0,1371.0,2178.0,2197.0,2068.0
16005,Bannock County,Idaho,29.5228912014428,87808.0,6102.0,16602.0,9034.0,24312.0,18864.0,12894.0,22704.0,42328.0,22776.0,43691.0,44131.0
16007,Bear Lake County,Idaho,2.35920437177174,6125.0,420.0,1227.0,419.0,1355.0,1439.0,1265.0,1647.0,2377.0,2101.0,3065.0,3066.0
16009,Benewah County,Idaho,4.51535940799831,9298.0,503.0,1550.0,605.0,1849.0,2673.0,2118.0,2053.0,3582.0,3663.0,4767.0,4536.0
16011,Bingham County,Idaho,8.39976894677316,46811.0,3355.0,10867.0,4023.0,11542.0,10236.0,6788.0,14222.0,20335.0,12254.0,23394.0,23378.0
16013,Blaine County,Idaho,3.21939897204532,23021.0,1099.0,3759.0,1603.0,5311.0,6566.0,4683.0,4858.0,9922.0,8241.0,11491.0,11521.0
16015,Boise County,Idaho,1.45594566535497,7831.0,279.0,1001.0,395.0,1419.0,2679.0,2058.0,1280.0,2849.0,3702.0,4060.0,3843.0
16017,Bonner County,Idaho,9.51459656421995,45739.0,2287.0,6726.0,2680.0,9405.0,13027.0,11614.0,9013.0,17377.0,19349.0,22898.0,22876.0
16019,Bonneville County,Idaho,23.2567733570853,119062.0,9937.0,26180.0,10060.0,32156.0,24617.0,16112.0,36117.0,54227.0,28718.0,59526.0,59760.0
16021,Boundary County,Idaho,3.51474434109841,12245.0,789.0,2027.0,897.0,2460.0,3247.0,2825.0,2816.0,4790.0,4639.0,6210.0,6130.0
16023,Butte County,Idaho,0.449203570399456,2597.0,147.0,484.0,184.0,502.0,666.0,614.0,631.0,940.0,1026.0,1333.0,1287.0
16025,Camas County,Idaho,0.318446854840014,1106.0,42.0,202.0,59.0,227.0,306.0,270.0,244.0,411.0,451.0,566.0,525.0
16027,Canyon County,Idaho,139.584871920623,229849.0,16761.0,47357.0,21720.0,60942.0,50856.0,32213.0,64118.0,108678.0,57053.0,114232.0,116038.0
16029,Caribou County,Idaho,1.51403709653206,7155.0,516.0,1560.0,522.0,1709.0,1607.0,1241.0,2076.0,2954.0,2125.0,3624.0,3525.0
16031,Cassia County,Idaho,3.55385559289911,24030.0,1933.0,5654.0,2151.0,5858.0,4961.0,3473.0,7587.0,10373.0,6070.0,12266.0,11786.0
16033,Clark County,Idaho,0.235846759431298,845.0,47.0,139.0,81.0,207.0,207.0,164.0,186.0,390.0,269.0,430.0,408.0
16035,Clearwater County,Idaho,1.35754877852589,8756.0,318.0,1064.0,504.0,1862.0,2557.0,2451.0,1382.0,3434.0,3940.0,4843.0,3918.0
16037,Custer County,Idaho,0.324825617302637,4315.0,201.0,540.0,210.0,816.0,1250.0,1298.0,741.0,1507.0,2067.0,2217.0,2056.0
16039,Elmore County,Idaho,3.31888684072303,27511.0,2241.0,4720.0,3156.0,7744.0,5770.0,3880.0,6961.0,13512.0,7038.0,14286.0,13087.0
16041,Franklin County,Idaho,7.73288722379344,13876.0,1023.0,3346.0,1201.0,3305.0,2972.0,2029.0,4369.0,5931.0,3576.0,7115.0,6783.0
16043,Fremont County,Idaho,2.68558104570415,13099.0,831.0,2399.0,1225.0,3145.0,3213.0,2286.0,3230.0,5836.0,4033.0,6886.0,6219.0
16045,Gem County,Idaho,11.7616501189543,18112.0,1048.0,3085.0,1239.0,3888.0,4866.0,3986.0,4133.0,7239.0,6740.0,9141.0,9033.0
16047,Gooding County,Idaho,8.03046003838446,15179.0,1047.0,3032.0,1268.0,3518.0,3602.0,2712.0,4079.0,6471.0,4629.0,7793.0,7497.0
16049,Idaho County,Idaho,0.744058926767492,16667.0,791.0,2430.0,1102.0,3102.0,4469.0,4773.0,3221.0,5928.0,7518.0,8728.0,7895.0
16051,Jefferson County,Idaho,9.87390716241396,29871.0,2488.0,7567.0,2519.0,7683.0,6159.0,3455.0,10055.0,13201.0,6615.0,15276.0,14642.0
16053,Jerome County,Idaho,15.1417438278563,24412.0,1991.0,5455.0,1993.0,6389.0,5352.0,3232.0,7446.0,11011.0,5955.0,12614.0,11872.0
16055,Kootenai County,Idaho,47.9142107312898,165697.0,9796.0,27683.0,12184.0,41704.0,42137.0,32193.0,37479.0,73435.0,54783.0,82017.0,83639.0
16057,Latah County,Idaho,14.0819088304005,40108.0,2123.0,5262.0,9212.0,10030.0,7831.0,5650.0,7385.0,22928.0,9795.0,20547.0,19825.0
16059,Lemhi County,Idaho,0.659734273004483,8027.0,396.0,1101.0,422.0,1544.0,2105.0,2459.0,1497.0,2736.0,3794.0,4085.0,3982.0
16061,Lewis County,Idaho,3.1004515049236,3838.0,176.0,655.0,222.0,722.0,1032.0,1031.0,831.0,1332.0,1675.0,1950.0,1895.0
16063,Lincoln County,Idaho,1.71009803602199,5366.0,341.0,1127.0,478.0,1380.0,1281.0,759.0,1468.0,2477.0,1421.0,2768.0,2557.0
16065,Madison County,Idaho,31.8455797839537,39907.0,3875.0,6820.0,12459.0,9179.0,4745.0,2829.0,10695.0,23959.0,5253.0,20429.0,19776.0
16067,Minidoka County,Idaho,10.514582258192,21039.0,1614.0,4403.0,1812.0,5099.0,4694.0,3417.0,6017.0,9113.0,5909.0,10426.0,10484.0
16069,Nez Perce County,Idaho,18.2760330655698,40408.0,2336.0,6296.0,3417.0,9969.0,10222.0,8168.0,8632.0,18075.0,13701.0,20032.0,20569.0
16071,Oneida County,Idaho,1.39311591006602,4531.0,293.0,991.0,306.0,945.0,1070.0,926.0,1284.0,1697.0,1550.0,2257.0,2243.0
16073,Owyhee County,Idaho,0.576771201812182,11823.0,753.0,2254.0,982.0,2698.0,3002.0,2134.0,3007.0,5057.0,3759.0,6035.0,5788.0
16075,Payette County,Idaho,21.8637227697716,23951.0,1577.0,4618.0,1853.0,5541.0,5901.0,4461.0,6195.0,10231.0,7525.0,12038.0,12013.0
16077,Power County,Idaho,2.12134991040186,7681.0,612.0,1736.0,664.0,1776.0,1690.0,1203.0,2348.0,3170.0,2163.0,3862.0,3774.0
16079,Shoshone County,Idaho,1.83372653814181,12882.0,804.0,1833.0,873.0,2754.0,3637.0,2981.0,2637.0,5171.0,5074.0,6461.0,6407.0
16081,Teton County,Idaho,9.52593881759456,12142.0,702.0,2188.0,813.0,3573.0,3270.0,1596.0,2890.0,6154.0,3098.0,6319.0,5777.0
16083,Twin Falls County,Idaho,16.8098065446671,86878.0,6194.0,17610.0,7154.0,23368.0,18963.0,13589.0,23804.0,39519.0,23555.0,42925.0,44202.0
16085,Valley County,Idaho,1.09569475023583,11392.0,538.0,1544.0,581.0,2561.0,3213.0,2955.0,2082.0,4473.0,4837.0,5916.0,5527.0
16087,Washington County,Idaho,2.66418957752018,10194.0,574.0,1732.0,729.0,1914.0,2602.0,2643.0,2306.0,3749.0,4139.0,5029.0,5097.0
17001,Adams County,Illinois,29.992259037991,65435.0,4099.0,10662.0,4992.0,15432.0,16737.0,13513.0,14761.0,27938.0,22736.0,32213.0,33189.0
17003,Alexander County,Illinois,10.708250297672,5761.0,315.0,965.0,324.0,1195.0,1630.0,1332.0,1280.0,2207.0,2274.0,2810.0,2981.0
17005,Bond County,Illinois,16.9652347662018,16426.0,779.0,2355.0,1218.0,4463.0,4417.0,3194.0,3134.0,7682.0,5610.0,8564.0,7894.0
17007,Boone County,Illinois,73.7185219480631,53544.0,3006.0,10131.0,4808.0,12289.0,14668.0,8642.0,13137.0,24725.0,15682.0,26621.0,26660.0
17009,Brown County,Illinois,8.43117635603494,6578.0,296.0,753.0,696.0,2294.0,1614.0,925.0,1049.0,3843.0,1686.0,4247.0,2372.0
17011,Bureau County,Illinois,14.8299589799585,32628.0,1696.0,5178.0,2387.0,7186.0,8842.0,7339.0,6874.0,13601.0,12153.0,16031.0,16590.0
17013,Calhoun County,Illinois,7.38968423293635,4739.0,223.0,733.0,300.0,944.0,1396.0,1143.0,956.0,1870.0,1913.0,2389.0,2351.0
17015,Carroll County,Illinois,12.6334193121584,14305.0,730.0,2026.0,970.0,2987.0,3901.0,3691.0,2756.0,5655.0,5894.0,7143.0,7195.0
17017,Cass County,Illinois,13.0138879156302,12147.0,854.0,2107.0,956.0,2877.0,3135.0,2218.0,2961.0,5334.0,3852.0,6068.0,6073.0
17019,Champaign County,Illinois,81.1842559295884,209689.0,11251.0,28041.0,47730.0,53031.0,41809.0,27827.0,39292.0,120671.0,49726.0,104217.0,105395.0
17021,Christian County,Illinois,18.0841514650946,32304.0,1647.0,4853.0,2456.0,7825.0,8991.0,6532.0,6500.0,14464.0,11340.0,16508.0,15919.0
17023,Clark County,Illinois,12.1937788018156,15441.0,874.0,2569.0,1129.0,3534.0,4220.0,3115.0,3443.0,6627.0,5371.0,7664.0,7801.0
17025,Clay County,Illinois,10.9975484825272,13184.0,793.0,2191.0,927.0,3014.0,3521.0,2738.0,2984.0,5542.0,4658.0,6519.0,6658.0
17027,Clinton County,Illinois,30.6500709397065,37562.0,2212.0,5697.0,2807.0,9791.0,10310.0,6745.0,7909.0,17381.0,12272.0,19406.0,18034.0
17029,Coles County,Illinois,39.299357270087,50621.0,2444.0,6613.0,8496.0,12190.0,12030.0,8848.0,9057.0,26090.0,15474.0,24668.0,26106.0
17031,Cook County,Illinois,2134.42072675723,5150233.0,310111.0,803127.0,447302.0,1541250.0,1272214.0,776229.0,1113238.0,2626047.0,1410948.0,2498446.0,2646880.0
17033,Crawford County,Illinois,16.6133746343266,18667.0,1004.0,2698.0,1352.0,4963.0,5028.0,3622.0,3702.0,8636.0,6329.0,9786.0,8900.0
17035,Cumberland County,Illinois,12.1270760458959,10766.0,629.0,1766.0,712.0,2505.0,2956.0,2198.0,2395.0,4536.0,3835.0,5362.0,5371.0
17037,DeKalb County,Illinois,63.7241048515223,104897.0,6002.0,16465.0,20184.0,25897.0,22797.0,13552.0,22467.0,57128.0,25302.0,52132.0,52999.0
17039,De Witt County,Illinois,15.5799801144212,15638.0,859.0,2433.0,1097.0,3696.0,4461.0,3092.0,3292.0,6812.0,5534.0,7762.0,7862.0
17041,Douglas County,Illinois,18.2679699564377,19465.0,1289.0,3516.0,1526.0,4737.0,4829.0,3568.0,4805.0,8466.0,6194.0,9657.0,9793.0
17043,DuPage County,Illinois,1097.70680051702,922921.0,53787.0,153791.0,78417.0,237000.0,250928.0,148998.0,207578.0,436812.0,278531.0,453846.0,468915.0
17045,Edgar County,Illinois,10.8630299616172,17161.0,895.0,2572.0,1197.0,3846.0,4784.0,3867.0,3467.0,7141.0,6553.0,8415.0,8754.0
17047,Edwards County,Illinois,11.2956593634926,6395.0,371.0,1070.0,434.0,1404.0,1717.0,1399.0,1441.0,2646.0,2308.0,3113.0,3292.0
17049,Effingham County,Illinois,27.5603368670926,34008.0,2316.0,5822.0,2584.0,8352.0,8847.0,6087.0,8138.0,14830.0,11040.0,17000.0,17109.0
17051,Fayette County,Illinois,11.706532832048,21336.0,1237.0,3201.0,1773.0,5404.0,5585.0,4136.0,4438.0,9817.0,7081.0,11260.0,10072.0
17053,Ford County,Illinois,10.6528625244633,12961.0,769.0,2166.0,979.0,3027.0,3524.0,2496.0,2935.0,5552.0,4474.0,6399.0,6573.0
17055,Franklin County,Illinois,36.943680045731,38469.0,2275.0,6201.0,2752.0,8860.0,10357.0,8024.0,8476.0,16571.0,13422.0,18981.0,19549.0
17057,Fulton County,Illinois,15.7963952424465,34340.0,1666.0,5011.0,2654.0,8491.0,9240.0,7278.0,6677.0,15555.0,12108.0,17841.0,16399.0
17059,Gallatin County,Illinois,6.16467697662848,4828.0,239.0,723.0,294.0,1076.0,1317.0,1179.0,962.0,1996.0,1870.0,2366.0,2467.0
17061,Greene County,Illinois,9.39836155301362,12969.0,695.0,2074.0,943.0,3011.0,3648.0,2598.0,2769.0,5608.0,4592.0,6551.0,6371.0
17063,Grundy County,Illinois,46.644806962227,51054.0,3123.0,9663.0,4096.0,13463.0,13269.0,7440.0,12786.0,24290.0,13978.0,25357.0,25674.0
17065,Hamilton County,Illinois,7.30303389348068,8116.0,437.0,1336.0,557.0,1791.0,2179.0,1816.0,1773.0,3320.0,3023.0,3976.0,4157.0
17067,Hancock County,Illinois,8.8105296870163,17708.0,942.0,2757.0,1158.0,3823.0,4859.0,4169.0,3699.0,7070.0,6939.0,8787.0,8913.0
17069,Hardin County,Illinois,8.72183743656334,3821.0,144.0,525.0,261.0,742.0,1128.0,1021.0,669.0,1525.0,1627.0,1921.0,1927.0
17071,Henderson County,Illinois,7.01690704691921,6646.0,336.0,877.0,438.0,1326.0,1982.0,1687.0,1213.0,2571.0,2862.0,3285.0,3424.0
17073,Henry County,Illinois,23.2055542691182,48913.0,2687.0,8122.0,3472.0,11250.0,13165.0,10217.0,10809.0,20775.0,17329.0,24379.0,24554.0
17075,Iroquois County,Illinois,9.73335895913311,27114.0,1509.0,4353.0,1981.0,5906.0,7398.0,5967.0,5862.0,11088.0,10164.0,13328.0,13765.0
17077,Jackson County,Illinois,38.7052838172043,56750.0,3064.0,7364.0,12000.0,13196.0,11886.0,9240.0,10428.0,30649.0,15673.0,28166.0,28678.0
17079,Jasper County,Illinois,7.49232853627384,9610.0,608.0,1621.0,699.0,2142.0,2640.0,1900.0,2229.0,4004.0,3377.0,4826.0,4792.0
17081,Jefferson County,Illinois,25.7999936808976,37684.0,2387.0,6009.0,2785.0,9457.0,9714.0,7332.0,8396.0,16901.0,12387.0,19370.0,18265.0
17083,Jersey County,Illinois,23.0739793725671,21773.0,1137.0,3312.0,2015.0,4798.0,6194.0,4317.0,4449.0,9567.0,7757.0,10576.0,11091.0
17085,Jo Daviess County,Illinois,14.029076058801,21235.0,915.0,3063.0,1317.0,3934.0,5881.0,6125.0,3978.0,7687.0,9570.0,10592.0,10632.0
17087,Johnson County,Illinois,14.1474274563546,12417.0,583.0,1692.0,1015.0,3072.0,3337.0,2718.0,2275.0,5671.0,4471.0,6756.0,5624.0
17089,Kane County,Illinois,394.636502174836,532403.0,32963.0,100016.0,47803.0,134231.0,141449.0,75941.0,132979.0,255498.0,143926.0,265111.0,267182.0
17091,Kankakee County,Illinois,63.3866019091016,109862.0,6429.0,18272.0,12005.0,26358.0,27767.0,19031.0,24701.0,51639.0,33522.0,54021.0,55548.0
17093,Kendall County,Illinois,150.248105765446,128990.0,8370.0,27890.0,10650.0,36732.0,31524.0,13824.0,36260.0,65881.0,26849.0,63880.0,65020.0
17095,Knox County,Illinois,27.4842876292983,49699.0,2881.0,7033.0,4813.0,11503.0,12565.0,10904.0,9914.0,21989.0,17796.0,25108.0,24561.0
17097,Lake County,Illinois,611.94739324599,696535.0,39747.0,126419.0,70514.0,165615.0,191039.0,103201.0,166166.0,331361.0,199008.0,348308.0,348826.0
17099,LaSalle County,Illinois,37.5498747058932,108669.0,6025.0,17106.0,8606.0,26049.0,29850.0,21033.0,23131.0,48168.0,37370.0,54756.0,53761.0
17101,Lawrence County,Illinois,16.7946684109801,15678.0,785.0,2182.0,1364.0,4562.0,3985.0,2800.0,2967.0,7859.0,4852.0,8771.0,6894.0
17103,Lee County,Illinois,18.3914861112112,34096.0,1715.0,4969.0,2448.0,8484.0,9602.0,6878.0,6684.0,15400.0,12012.0,18055.0,16006.0
17105,Livingston County,Illinois,13.4384974362298,35648.0,2053.0,5630.0,2842.0,8747.0,9463.0,6913.0,7683.0,15850.0,12115.0,17880.0,17677.0
17107,Logan County,Illinois,18.2453036402897,28618.0,1504.0,3997.0,2890.0,7782.0,7114.0,5331.0,5501.0,14007.0,9110.0,14568.0,14065.0
17109,McDonough County,Illinois,20.2252309493411,29682.0,1351.0,3772.0,6555.0,6277.0,6340.0,5387.0,5123.0,15647.0,8912.0,14601.0,15191.0
17111,McHenry County,Illinois,196.944784398385,307774.0,16814.0,54488.0,25333.0,74195.0,90044.0,46900.0,71302.0,144284.0,92188.0,153018.0,154421.0
17113,McLean County,Illinois,56.5232912237484,171517.0,9824.0,26621.0,29988.0,42685.0,38777.0,23622.0,36445.0,91614.0,43458.0,83121.0,88151.0
17115,Macon County,Illinois,70.8340270018603,104009.0,6460.0,16640.0,9019.0,24311.0,26384.0,21195.0,23100.0,45137.0,35772.0,49785.0,54227.0
17117,Macoupin County,Illinois,20.4563674135153,44926.0,2349.0,7120.0,3412.0,10275.0,12625.0,9145.0,9469.0,19328.0,16129.0,22216.0,22863.0
17119,Madison County,Illinois,143.252360427733,262966.0,14886.0,42195.0,21218.0,67278.0,71055.0,46334.0,57081.0,121732.0,84153.0,128276.0,135333.0
17121,Marion County,Illinois,25.6865926944956,37205.0,2370.0,6259.0,2663.0,8720.0,9827.0,7366.0,8629.0,15824.0,12752.0,18271.0,19038.0
17123,Marshall County,Illinois,11.7720236213709,11438.0,614.0,1705.0,779.0,2493.0,3147.0,2700.0,2319.0,4660.0,4459.0,5686.0,5777.0
17125,Mason County,Illinois,9.86400599177725,13359.0,688.0,2101.0,928.0,2945.0,3703.0,2994.0,2789.0,5564.0,5006.0,6601.0,6786.0
17127,Massac County,Illinois,23.4866643696286,13772.0,754.0,2222.0,947.0,2996.0,3905.0,2948.0,2976.0,5743.0,5053.0,6619.0,7153.0
17129,Menard County,Illinois,15.1855196218911,12196.0,649.0,1982.0,849.0,2870.0,3404.0,2442.0,2631.0,5215.0,4350.0,5953.0,6245.0
17131,Mercer County,Illinois,10.7967149338464,15437.0,769.0,2495.0,1078.0,3431.0,4299.0,3365.0,3264.0,6465.0,5708.0,7715.0,7775.0
17133,Monroe County,Illinois,34.007125494887,34637.0,1962.0,5668.0,2442.0,8192.0,10013.0,6360.0,7630.0,15164.0,11843.0,17298.0,17440.0
17135,Montgomery County,Illinois,15.9175833505193,28414.0,1485.0,4228.0,2100.0,7021.0,7727.0,5853.0,5713.0,12673.0,10028.0,14911.0,13490.0
17137,Morgan County,Illinois,23.3684917153687,33658.0,1731.0,4655.0,3387.0,8295.0,8787.0,6803.0,6386.0,15635.0,11637.0,17024.0,16655.0
17139,Moultrie County,Illinois,16.8975955304236,14501.0,929.0,2735.0,1055.0,3385.0,3584.0,2813.0,3664.0,6098.0,4739.0,7075.0,7389.0
17141,Ogle County,Illinois,26.1245481041169,50643.0,2739.0,8546.0,3891.0,11734.0,14022.0,9711.0,11285.0,22089.0,17269.0,25091.0,25569.0
17143,Peoria County,Illinois,115.120101251918,179179.0,12288.0,30121.0,15775.0,46043.0,43463.0,31489.0,42409.0,82660.0,54110.0,86976.0,92383.0
17145,Perry County,Illinois,18.6897279380511,20916.0,1016.0,3034.0,1883.0,5586.0,5390.0,4007.0,4050.0,10075.0,6791.0,11554.0,9381.0
17147,Piatt County,Illinois,14.4425944925032,16344.0,922.0,2684.0,1161.0,3814.0,4523.0,3240.0,3606.0,6942.0,5796.0,8158.0,8233.0
17149,Pike County,Illinois,7.31612607292227,15561.0,984.0,2522.0,1155.0,3514.0,4074.0,3312.0,3506.0,6557.0,5498.0,7760.0,7814.0
17151,Pope County,Illinois,4.44870380408097,4177.0,111.0,389.0,377.0,767.0,1350.0,1183.0,500.0,1675.0,2002.0,2161.0,2015.0
17153,Pulaski County,Illinois,10.8764030964637,5335.0,315.0,821.0,363.0,1151.0,1450.0,1235.0,1136.0,2115.0,2084.0,2577.0,2732.0
17155,Putnam County,Illinois,13.857164372232,5739.0,289.0,854.0,407.0,1229.0,1631.0,1329.0,1143.0,2310.0,2286.0,2938.0,2807.0
17157,Randolph County,Illinois,21.8420673609505,31782.0,1655.0,4408.0,2428.0,8535.0,8599.0,6157.0,6063.0,15007.0,10712.0,17495.0,14230.0
17159,Richland County,Illinois,17.0298772967262,15513.0,955.0,2547.0,1026.0,3624.0,4091.0,3270.0,3502.0,6457.0,5554.0,7634.0,7885.0
17161,Rock Island County,Illinois,131.237789380647,141879.0,8606.0,22952.0,12167.0,34596.0,35512.0,28046.0,31558.0,62990.0,47331.0,69862.0,71913.0
17163,St. Clair County,Illinois,154.658989300115,259686.0,16233.0,44316.0,20900.0,67166.0,68474.0,42597.0,60549.0,120179.0,78958.0,125188.0,134701.0
17165,Saline County,Illinois,24.627372211606,23491.0,1457.0,3567.0,1670.0,5557.0,6427.0,4813.0,5024.0,10259.0,8208.0,11560.0,11980.0
17167,Sangamon County,Illinois,87.8931876588475,194672.0,11215.0,31751.0,15615.0,48397.0,51861.0,35833.0,42966.0,88262.0,63444.0,93511.0,101371.0
17169,Schuyler County,Illinois,6.23746272420665,6768.0,285.0,948.0,442.0,1524.0,1983.0,1586.0,1233.0,2952.0,2583.0,3575.0,3254.0
17171,Scott County,Illinois,7.76627348400422,4951.0,246.0,797.0,376.0,1122.0,1438.0,972.0,1043.0,2120.0,1788.0,2455.0,2519.0
17173,Shelby County,Illinois,11.1130166715407,21634.0,1183.0,3378.0,1505.0,4715.0,5839.0,5014.0,4561.0,8824.0,8249.0,10732.0,10893.0
17175,Stark County,Illinois,7.3728071363025,5342.0,288.0,858.0,394.0,1119.0,1467.0,1216.0,1146.0,2159.0,2037.0,2632.0,2680.0
17177,Stephenson County,Illinois,31.0712553084227,44498.0,2488.0,6976.0,3249.0,9209.0,12150.0,10426.0,9464.0,17810.0,17224.0,21587.0,22784.0
17179,Tazewell County,Illinois,79.9487732470222,131803.0,7374.0,22331.0,9399.0,32823.0,34419.0,25457.0,29705.0,58568.0,43530.0,64864.0,66984.0
17181,Union County,Illinois,15.9937451616224,16653.0,901.0,2610.0,1089.0,3863.0,4547.0,3643.0,3511.0,7029.0,6113.0,8364.0,8329.0
17183,Vermilion County,Illinois,33.7008241863712,75758.0,4745.0,12935.0,5936.0,17687.0,19427.0,15028.0,17680.0,32490.0,25588.0,37748.0,37988.0
17185,Wabash County,Illinois,20.0133439009369,11520.0,702.0,1848.0,818.0,2687.0,3002.0,2463.0,2550.0,4763.0,4207.0,5695.0,5675.0
17187,Warren County,Illinois,12.3424277458846,16844.0,1028.0,2596.0,2072.0,3612.0,4138.0,3398.0,3624.0,7555.0,5665.0,8302.0,8514.0
17189,Washington County,Illinois,9.71477017487838,13887.0,783.0,2154.0,933.0,3253.0,3885.0,2879.0,2937.0,5905.0,5045.0,6956.0,6970.0
17191,Wayne County,Illinois,8.91696104446628,16215.0,996.0,2655.0,1088.0,3630.0,4242.0,3604.0,3651.0,6641.0,5923.0,7987.0,8209.0
17193,White County,Illinois,10.9442759358029,13537.0,780.0,2223.0,877.0,3094.0,3670.0,2893.0,3003.0,5572.0,4962.0,6675.0,6899.0
17195,Whiteside County,Illinois,31.8233340577022,55175.0,3180.0,8905.0,4196.0,12224.0,14938.0,11732.0,12085.0,23244.0,19846.0,27353.0,27862.0
17197,Will County,Illinois,318.115481553711,690743.0,39827.0,129000.0,63222.0,175186.0,189917.0,93591.0,168827.0,339694.0,182222.0,342361.0,347815.0
17199,Williamson County,Illinois,61.8407442097412,66597.0,3902.0,10552.0,4501.0,17303.0,17377.0,12962.0,14454.0,30108.0,22035.0,33199.0,33434.0
17201,Winnebago County,Illinois,215.292372803479,282572.0,17884.0,48070.0,23393.0,68757.0,73651.0,50817.0,65954.0,127376.0,89242.0,137858.0,144607.0
17203,Woodford County,Illinois,28.3968766382412,38459.0,2215.0,6989.0,3225.0,8807.0,10051.0,7172.0,9204.0,16708.0,12547.0,19157.0,19196.0
18001,Adams County,Indiana,40.0817935078245,35777.0,3327.0,7909.0,3021.0,7935.0,7904.0,5681.0,11236.0,14749.0,9792.0,17811.0,17877.0
18003,Allen County,Indiana,217.343035466382,379299.0,26585.0,70369.0,34289.0,100491.0,90981.0,56584.0,96954.0,179560.0,102785.0,185361.0,193645.0
18005,Bartholomew County,Indiana,77.7046393588471,83779.0,5443.0,14436.0,6799.0,22677.0,20573.0,13851.0,19879.0,39861.0,24039.0,42219.0,41844.0
18007,Benton County,Indiana,8.23376832419108,8748.0,541.0,1650.0,648.0,2019.0,2319.0,1571.0,2191.0,3762.0,2795.0,4380.0,4383.0
18009,Blackford County,Indiana,28.3679848498261,11758.0,640.0,1887.0,859.0,2547.0,3251.0,2574.0,2527.0,4952.0,4279.0,5762.0,6025.0
18011,Boone County,Indiana,58.7225711654915,67843.0,4347.0,13275.0,5231.0,17573.0,18075.0,9342.0,17622.0,32083.0,18138.0,33790.0,34125.0
18013,Brown County,Indiana,18.6054257465812,15092.0,605.0,2001.0,941.0,2959.0,4753.0,3833.0,2606.0,5971.0,6515.0,7453.0,7613.0
18015,Carroll County,Indiana,20.7394885479893,20257.0,1152.0,3315.0,1487.0,4626.0,5617.0,4060.0,4467.0,8730.0,7060.0,10185.0,10026.0
18017,Cass County,Indiana,35.6766533810759,37689.0,2298.0,6324.0,3017.0,9003.0,10158.0,6889.0,8622.0,16869.0,12198.0,18772.0,18838.0
18019,Clark County,Indiana,119.815757947664,118302.0,7403.0,19025.0,9132.0,32194.0,31431.0,19117.0,26428.0,56820.0,35054.0,57632.0,60559.0
18021,Clay County,Indiana,28.3609923403684,26225.0,1622.0,4371.0,1949.0,6406.0,7098.0,4779.0,5993.0,11674.0,8558.0,13031.0,13270.0
