FIPS,County,State,Population,Population Density
8039,Elbert County,Colorado,26729,5.575925
8041,El Paso County,Colorado,720403,130.780153
8043,Fremont County,Colorado,47839,12.048110
8045,Garfield County,Colorado,60061,7.867457
8047,Gilpin County,Colorado,6243,16.080715
8049,Grand County,Colorado,15734,3.290076
8051,Gunnison County,Colorado,17462,2.081451
8053,Hinsdale County,Colorado,820,0.283383
8055,Huerfano County,Colorado,6897,1.673722
8057,Jackson County,Colorado,1392,0.333052
8059,Jefferson County,Colorado,582881,294.458500
8061,Kiowa County,Colorado,1406,0.307081
8063,Kit Carson County,Colorado,7097,1.268114
8065,Lake County,Colorado,8127,8.325003
8067,La Plata County,Colorado,56221,12.846045
8069,Larimer County,Colorado,356899,53.086206
8071,Las Animas County,Colorado,14506,1.173449
8073,Lincoln County,Colorado,5701,0.853934
8075,Logan County,Colorado,22409,4.705847
8077,Mesa County,Colorado,154210,17.885850
8079,Mineral County,Colorado,769,0.339034
8081,Moffat County,Colorado,13283,1.081242
8083,Montezuma County,Colorado,26183,4.981604
8085,Montrose County,Colorado,42758,7.366958
8087,Morgan County,Colorado,29068,8.764816
8089,Otero County,Colorado,18278,5.592297
8091,Ouray County,Colorado,4952,3.530286
8093,Park County,Colorado,18845,3.316508
8095,Phillips County,Colorado,4265,2.393748
8097,Pitkin County,Colorado,17767,7.066929
8099,Prowers County,Colorado,12172,2.868435
8101,Pueblo County,Colorado,168424,27.253441
8103,Rio Blanco County,Colorado,6324,0.758067
8105,Rio Grande County,Colorado,11267,4.770199
8107,Routt County,Colorado,25638,4.190857
8109,Saguache County,Colorado,6824,0.831531
8111,San Juan County,Colorado,728,0.725345
8113,San Miguel County,Colorado,8179,2.454235
8115,Sedgwick County,Colorado,2248,1.583746
8117,Summit County,Colorado,31011,19.682142
8119,Teller County,Colorado,25388,17.597143
8121,Washington County,Colorado,4908,0.752552
8123,Weld County,Colorado,324492,31.431560
8125,Yuma County,Colorado,10019,1.636085
9001,Fairfield County,Connecticut,943332,582.788847
9003,Hartford County,Connecticut,891720,468.452554
9005,Litchfield County,Connecticut,180333,75.639326
9007,Middlesex County,Connecticut,162436,169.824423
9009,New Haven County,Connecticut,854757,545.930479
9011,New London County,Connecticut,265206,153.946378
9013,Tolland County,Connecticut,150721,141.814021
9015,Windham County,Connecticut,116782,87.906580
10001,Kent County,Delaware,180786,119.155135
10003,New Castle County,Delaware,558753,506.048159
10005,Sussex County,Delaware,234225,96.605808
11001,District of Columbia,District of Columbia,705749,4457.163428
12001,Alachua County,Florida,269043,118.713338
12003,Baker County,Florida,29210,19.271128
12005,Bay County,Florida,174705,88.927147
12007,Bradford County,Florida,28201,37.040193
12009,Brevard County,Florida,601942,228.935637
12011,Broward County,Florida,1952778,626.688562
12013,Calhoun County,Florida,14105,9.599220
12015,Charlotte County,Florida,188910,107.088278
12017,Citrus County,Florida,149657,99.298521
12019,Clay County,Florida,219252,139.974118
12021,Collier County,Florida,384902,74.442917
12023,Columbia County,Florida,71686,34.703914
12027,DeSoto County,Florida,38001,23.044491
12029,Dixie County,Florida,16826,9.213602
12031,Duval County,Florida,957755,484.695351
12033,Escambia County,Florida,318316,187.074743
12035,Flagler County,Florida,115081,91.587099
12037,Franklin County,Florida,12125,8.587668
12039,Gadsden County,Florida,45660,34.146119
12041,Gilchrist County,Florida,18582,20.516602
12043,Glades County,Florida,13811,6.610887
12045,Gulf County,Florida,13639,9.515444
12047,Hamilton County,Florida,14428,10.842499
12049,Hardee County,Florida,26937,16.312308
12051,Hendry County,Florida,42022,14.032502
12053,Hernando County,Florida,193920,158.368606
12055,Highlands County,Florida,106221,40.315111
12057,Hillsborough County,Florida,1471968,556.178485
12059,Holmes County,Florida,19617,15.817190
12061,Indian River County,Florida,159923,122.809501
12063,Jackson County,Florida,46414,19.517539
12065,Jefferson County,Florida,14246,9.196824
12067,Lafayette County,Florida,8422,5.984385
12069,Lake County,Florida,367118,149.095791
12071,Lee County,Florida,770577,380.454179
12073,Leon County,Florida,293582,169.986901
12075,Levy County,Florida,41503,14.330102
12077,Liberty County,Florida,8354,3.860267
12079,Madison County,Florida,18493,10.251100
12081,Manatee County,Florida,403253,209.514068
12083,Marion County,Florida,365579,88.863143
12085,Martin County,Florida,161000,114.314357
12086,Miami-Dade County,Florida,2716940,552.476634
12087,Monroe County,Florida,74228,29.154432
12089,Nassau County,Florida,88625,52.750632
12091,Okaloosa County,Florida,210738,87.468813
12093,Okeechobee County,Florida,42168,21.175815
12095,Orange County,Florida,1393452,596.112358
12097,Osceola County,Florida,375751,109.269459
12099,Palm Beach County,Florida,1496770,294.006715
12101,Pasco County,Florida,553947,286.445898
12103,Pinellas County,Florida,974996,1375.157765
12105,Polk County,Florida,724777,155.711172
12107,Putnam County,Florida,74521,39.530183
12109,St. Johns County,Florida,264672,170.115006
12111,St. Lucie County,Florida,328297,221.724057
12113,Santa Rosa County,Florida,184313,70.293456
12115,Sarasota County,Florida,433742,300.732963
12117,Seminole County,Florida,471826,588.792957
12119,Sumter County,Florida,132420,91.772543
12121,Suwannee County,Florida,44417,24.906606
12123,Taylor County,Florida,21569,7.982072
12125,Union County,Florida,15237,24.154777
12127,Volusia County,Florida,553284,193.984552
12129,Wakulla County,Florida,33739,21.481379
12131,Walton County,Florida,74071,27.558842
12133,Washington County,Florida,25473,16.821576
13001,Appling County,Georgia,18386,13.966632
13003,Atkinson County,Georgia,8165,9.198582
13005,Bacon County,Georgia,11164,15.173095
13007,Baker County,Georgia,3038,3.430189
13009,Baldwin County,Georgia,44890,66.997246
13011,Banks County,Georgia,19234,32.002136
13013,Barrow County,Georgia,83240,199.576927
13015,Bartow County,Georgia,107738,90.524368
13017,Ben Hill County,Georgia,16700,25.779029
13019,Berrien County,Georgia,19397,16.518771
13021,Bibb County,Georgia,153159,237.110635
13023,Bleckley County,Georgia,12873,23.024472
13025,Brantley County,Georgia,19109,16.654208
13027,Brooks County,Georgia,15457,12.103119
13029,Bryan County,Georgia,39627,34.967553
13031,Bulloch County,Georgia,79608,45.472294
13033,Burke County,Georgia,22383,10.449529
13035,Butts County,Georgia,24936,52.413556
13037,Calhoun County,Georgia,6189,8.522545
13039,Camden County,Georgia,54666,33.486613
13043,Candler County,Georgia,10803,17.160675
13045,Carroll County,Georgia,119992,92.838871
13047,Catoosa County,Georgia,67580,160.905204
13049,Charlton County,Georgia,13392,6.628339
13051,Chatham County,Georgia,289430,258.008695
13053,Chattahoochee County,Georgia,10907,16.930387
13055,Chattooga County,Georgia,24789,30.546668
13057,Cherokee County,Georgia,258773,237.275842
13059,Clarke County,Georgia,128331,415.614112
13061,Clay County,Georgia,2834,5.599752
13063,Clayton County,Georgia,292256,796.489488
13065,Clinch County,Georgia,6618,3.135261
13067,Cobb County,Georgia,760141,863.831377
13069,Coffee County,Georgia,43273,28.208453
13071,Colquitt County,Georgia,45600,32.185565
13073,Columbia County,Georgia,156714,208.592328
13075,Cook County,Georgia,17270,29.209912
13077,Coweta County,Georgia,148509,130.041937
13079,Crawford County,Georgia,12404,14.739959
13081,Crisp County,Georgia,22372,31.679902
13083,Dade County,Georgia,16116,35.765224
13085,Dawson County,Georgia,26108,47.813150
13087,Decatur County,Georgia,26404,17.071539
13089,DeKalb County,Georgia,759297,1095.025227
13091,Dodge County,Georgia,20605,16.041050
13093,Dooly County,Georgia,13390,13.167361
13095,Dougherty County,Georgia,87956,103.333774
13097,Douglas County,Georgia,146343,282.380990
13099,Early County,Georgia,10190,7.675351
13101,Echols County,Georgia,4006,3.679113
13103,Effingham County,Georgia,64296,51.848848
13105,Elbert County,Georgia,19194,21.107648
13107,Emanuel County,Georgia,22646,12.847539
13109,Evans County,Georgia,10654,22.491270
13111,Fannin County,Georgia,26188,26.125237
13113,Fayette County,Georgia,114421,227.287317
13115,Floyd County,Georgia,98498,74.595144
13117,Forsyth County,Georgia,244252,419.976099
13119,Franklin County,Georgia,23349,34.466575
13121,Fulton County,Georgia,1063937,779.870356
13123,Gilmer County,Georgia,31369,28.416861
13125,Glascock County,Georgia,2971,7.980140
13127,Glynn County,Georgia,85292,78.492089
13129,Gordon County,Georgia,57963,62.893969
13131,Grady County,Georgia,24633,20.925926
13133,Greene County,Georgia,18324,18.250781
13135,Gwinnett County,Georgia,936250,839.590154
13137,Habersham County,Georgia,45328,63.220712
13139,Hall County,Georgia,204441,200.860852
13141,Hancock County,Georgia,8457,6.931637
13143,Haralson County,Georgia,29792,40.766028
13145,Harris County,Georgia,35236,29.330111
13147,Hart County,Georgia,26205,43.532207
13149,Heard County,Georgia,11923,15.552267
13151,Henry County,Georgia,234561,284.214241
13153,Houston County,Georgia,157863,162.079816
13155,Irwin County,Georgia,9416,10.259369
13157,Jackson County,Georgia,72977,82.953706
13159,Jasper County,Georgia,14219,14.901920
13161,Jeff Davis County,Georgia,15115,17.635596
13163,Jefferson County,Georgia,15362,11.264440
13165,Jenkins County,Georgia,8676,9.644637
13167,Johnson County,Georgia,9643,12.286969
13169,Jones County,Georgia,28735,28.163384
13171,Lamar County,Georgia,19077,40.139758
13173,Lanier County,Georgia,10423,20.476349
13175,Laurens County,Georgia,47546,22.739603
13177,Lee County,Georgia,29992,32.538777
13179,Liberty County,Georgia,61435,45.927478
13181,Lincoln County,Georgia,7921,14.537018
13183,Long County,Georgia,19559,18.860892
13185,Lowndes County,Georgia,117406,91.180473
13187,Lumpkin County,Georgia,33610,45.864144
13189,McDuffie County,Georgia,21312,31.959273
13191,McIntosh County,Georgia,14378,12.869658
13193,Macon County,Georgia,12947,12.476512
13195,Madison County,Georgia,29880,40.862901
13197,Marion County,Georgia,8359,8.817702
13199,Meriwether County,Georgia,21167,16.305354
13201,Miller County,Georgia,5718,7.817116
13205,Mitchell County,Georgia,21863,16.481929
13207,Monroe County,Georgia,27578,26.882484
13209,Montgomery County,Georgia,9172,14.685467
13211,Morgan County,Georgia,19276,21.423185
13213,Murray County,Georgia,40096,44.938826
13215,Muscogee County,Georgia,195769,349.232067
13217,Newton County,Georgia,111744,157.606311
13219,Oconee County,Georgia,40280,84.371470
13221,Oglethorpe County,Georgia,15259,13.418441
13223,Paulding County,Georgia,168667,208.531593
13225,Peach County,Georgia,27546,70.778074
13227,Pickens County,Georgia,32591,54.225434
13229,Pierce County,Georgia,19465,22.075193
13231,Pike County,Georgia,18962,33.881312
13233,Polk County,Georgia,42613,53.017598
13235,Pulaski County,Georgia,11137,17.251048
13237,Putnam County,Georgia,22119,24.777036
13239,Quitman County,Georgia,2299,5.869242
13241,Rabun County,Georgia,17137,17.876014
13243,Randolph County,Georgia,6778,6.111117
13245,Richmond County,Georgia,202518,241.099603
13247,Rockdale County,Georgia,90896,270.352577
13249,Schley County,Georgia,5257,12.160896
13251,Screven County,Georgia,13966,8.350172
13253,Seminole County,Georgia,8090,13.149872
13255,Spalding County,Georgia,66703,131.409717
13257,Stephens County,Georgia,25925,55.873218
13259,Stewart County,Georgia,6621,5.572514
13261,Sumter County,Georgia,29524,23.607300
13263,Talbot County,Georgia,6195,6.111500
13265,Taliaferro County,Georgia,1537,3.049415
13267,Tattnall County,Georgia,25286,20.304846
13269,Taylor County,Georgia,8020,8.220479
13271,Telfair County,Georgia,15860,14.002918
13273,Terrell County,Georgia,8531,9.810712
13275,Thomas County,Georgia,44451,31.513648
13277,Tift County,Georgia,40644,60.148111
13279,Toombs County,Georgia,26830,28.458481
13281,Towns County,Georgia,12037,27.919060
13283,Treutlen County,Georgia,6901,13.360324
13285,Troup County,Georgia,69922,65.209051
13287,Turner County,Georgia,7985,10.801895
13289,Twiggs County,Georgia,8120,8.726704
13291,Union County,Georgia,24511,29.382736
13293,Upson County,Georgia,26320,31.416554
13295,Walker County,Georgia,69761,60.339304
13297,Walton County,Georgia,94593,111.761721
13299,Ware County,Georgia,35734,15.344077
13301,Warren County,Georgia,5254,7.133899
13303,Washington County,Georgia,20374,11.593646
13305,Wayne County,Georgia,29927,18.000009
13307,Webster County,Georgia,2607,4.807914
13309,Wheeler County,Georgia,7855,10.263756
13311,White County,Georgia,30798,49.393575
13313,Whitfield County,Georgia,104628,139.090500
13315,Wilcox County,Georgia,8635,8.824503
13317,Wilkes County,Georgia,9777,8.040287
13319,Wilkinson County,Georgia,8954,7.696011
13321,Worth County,Georgia,20247,13.697641
15001,Hawaii County,Hawaii,201513,19.313781
15003,Honolulu County,Hawaii,974563,626.545877
15005,Kalawao County,Hawaii,86,2.769048
15007,Kauai County,Hawaii,72293,45.028555
15009,Maui County,Hawaii,167417,55.650793
16001,Ada County,Idaho,481587,176.749396
16003,Adams County,Idaho,4294,1.216552
16005,Bannock County,Idaho,87808,30.474884
16007,Bear Lake County,Idaho,6125,2.423705
16009,Benewah County,Idaho,9298,4.620714
16011,Bingham County,Idaho,46811,8.632117
16013,Blaine County,Idaho,23021,3.369727
16015,Boise County,Idaho,7831,1.591723
16017,Bonner County,Idaho,45739,10.189135
16019,Bonneville County,Idaho,119062,24.635871
16021,Boundary County,Idaho,12245,3.726560
16023,Butte County,Idaho,2597,0.448340
16025,Camas County,Idaho,1106,0.397519
16027,Canyon County,Idaho,229849,151.172988
16029,Caribou County,Idaho,7155,1.565906
16031,Cassia County,Idaho,24030,3.616310
16033,Clark County,Idaho,845,0.185042
16035,Clearwater County,Idaho,8756,1.375775
16037,Custer County,Idaho,4315,0.338474
16039,Elmore County,Idaho,27511,3.454239
16041,Franklin County,Idaho,13876,8.080544
16043,Fremont County,Idaho,13099,2.713338
16045,Gem County,Idaho,18112,12.492787
16047,Gooding County,Idaho,15179,8.035754
16049,Idaho County,Idaho,16667,0.759089
16051,Jefferson County,Idaho,29871,10.545371
16053,Jerome County,Idaho,24412,15.775692
16055,Kootenai County,Idaho,165697,51.686084
16057,Latah County,Idaho,40108,14.393771
16059,Lemhi County,Idaho,8027,0.679108
16061,Lewis County,Idaho,3838,3.094807
16063,Lincoln County,Idaho,5366,1.724560
16065,Madison County,Idaho,39907,32.834558
16067,Minidoka County,Idaho,21039,10.730841
16069,Nez Perce County,Idaho,40408,18.391183
16071,Oneida County,Idaho,4531,1.459133
16073,Owyhee County,Idaho,11823,0.595300
16075,Payette County,Idaho,23951,22.727226
16077,Power County,Idaho,7681,2.112549
16079,Shoshone County,Idaho,12882,1.885843
16081,Teton County,Idaho,12142,10.438985
16083,Twin Falls County,Idaho,86878,17.455148
16085,Valley County,Idaho,11392,1.200092
16087,Washington County,Idaho,10194,2.709102
17001,Adams County,Illinois,65435,29.544364
17003,Alexander County,Illinois,5761,9.444310
17005,Bond County,Illinois,16426,16.674901
17007,Boone County,Illinois,53544,73.633260
17009,Brown County,Illinois,6578,8.308656
17011,Bureau County,Illinois,32628,14.495429
17013,Calhoun County,Illinois,4739,7.208669
17015,Carroll County,Illinois,14305,12.410456
17017,Cass County,Illinois,12147,12.481618
17019,Champaign County,Illinois,209689,81.277670
17021,Christian County,Illinois,32304,17.579682
17023,Clark County,Illinois,15441,11.889627
17025,Clay County,Illinois,13184,10.870571
17027,Clinton County,Illinois,37562,30.596310
17029,Coles County,Illinois,50621,38.452388
17031,Cook County,Illinois,5150233,2104.394219
17033,Crawford County,Illinois,18667,16.246954
17035,Cumberland County,Illinois,10766,12.016576
17037,DeKalb County,Illinois,104897,64.150359
17039,De Witt County,Illinois,15638,15.187616
17041,Douglas County,Illinois,19465,18.037234
17043,DuPage County,Illinois,922921,1087.313409
17045,Edgar County,Illinois,17161,10.628910
17047,Edwards County,Illinois,6395,11.101236
17049,Effingham County,Illinois,34008,27.426463
17051,Fayette County,Illinois,21336,11.497449
17053,Ford County,Illinois,12961,10.305400
17055,Franklin County,Illinois,38469,36.322397
17057,Fulton County,Illinois,34340,15.315608
17059,Gallatin County,Illinois,4828,5.771390
17061,Greene County,Illinois,12969,9.221316
17063,Grundy County,Illinois,51054,47.148112
17065,Hamilton County,Illinois,8116,7.209758
17067,Hancock County,Illinois,17708,8.614005
17069,Hardin County,Illinois,3821,8.312831
17071,Henderson County,Illinois,6646,6.774312
17073,Henry County,Illinois,48913,22.947058
17075,Iroquois County,Illinois,27114,9.368820
17077,Jackson County,Illinois,56750,37.514728
17079,Jasper County,Illinois,9610,7.501696
17081,Jefferson County,Illinois,37684,25.472162
17083,Jersey County,Illinois,21773,22.764500
17085,Jo Daviess County,Illinois,21235,13.644199
17087,Johnson County,Illinois,12417,13.939740
17089,Kane County,Illinois,532403,395.799212
17091,Kankakee County,Illinois,109862,62.702288
17093,Kendall County,Illinois,128990,155.509309
17095,Knox County,Illinois,49699,26.783694
17097,Lake County,Illinois,696535,605.786338
17099,LaSalle County,Illinois,108669,36.960782
17101,Lawrence County,Illinois,15678,16.264551
17103,Lee County,Illinois,34096,18.161905
17105,Livingston County,Illinois,35648,13.188403
17107,Logan County,Illinois,28618,17.877362
17109,McDonough County,Illinois,29682,19.443735
17111,McHenry County,Illinois,307774,196.935186
17113,McLean County,Illinois,171517,55.967910
17115,Macon County,Illinois,104009,69.169449
17117,Macoupin County,Illinois,44926,20.101550
17119,Madison County,Illinois,262966,141.794332
17121,Marion County,Illinois,37205,25.093732
17123,Marshall County,Illinois,11438,11.416687
17125,Mason County,Illinois,13359,9.564034
17127,Massac County,Illinois,13772,22.415685
17129,Menard County,Illinois,12196,14.975548
17131,Mercer County,Illinois,15437,10.620588
17133,Monroe County,Illinois,34637,34.709595
17135,Montgomery County,Illinois,28414,15.591100
17137,Morgan County,Illinois,33658,22.847171
17139,Moultrie County,Illinois,14501,16.665445
17141,Ogle County,Illinois,50643,25.775902
17143,Peoria County,Illinois,179179,111.822450
17145,Perry County,Illinois,20916,18.280693
17147,Piatt County,Illinois,16344,14.369621
17149,Pike County,Illinois,15561,7.226497
17151,Pope County,Illinois,4177,4.373320
17153,Pulaski County,Illinois,5335,10.341403
17155,Putnam County,Illinois,5739,13.840283
17157,Randolph County,Illinois,31782,21.329336
17159,Richland County,Illinois,15513,16.635255
17161,Rock Island County,Illinois,141879,128.169928
17163,St. Clair County,Illinois,259686,152.441801
17165,Saline County,Illinois,23491,23.875267
17167,Sangamon County,Illinois,194672,86.564080
17169,Schuyler County,Illinois,6768,5.976097
17171,Scott County,Illinois,4951,7.618550
17173,Shelby County,Illinois,21634,11.012230
17175,Stark County,Illinois,5342,7.161006
17177,Stephenson County,Illinois,44498,30.431816
17179,Tazewell County,Illinois,131803,78.724921
17181,Union County,Illinois,16653,15.551109
17183,Vermilion County,Illinois,75758,32.562233
17185,Wabash County,Illinois,11520,19.921690
17187,Warren County,Illinois,16844,11.990763
17189,Washington County,Illinois,13887,9.530838
17191,Wayne County,Illinois,16215,8.769850
17193,White County,Illinois,13537,10.563470
17195,Whiteside County,Illinois,55175,31.134344
17197,Will County,Illinois,690743,319.060548
17199,Williamson County,Illinois,66597,61.195680
17201,Winnebago County,Illinois,282572,212.582542
17203,Woodford County,Illinois,38459,28.134979
18001,Adams County,Indiana,35777,40.744604
18003,Allen County,Indiana,379299,222.795760
18005,Bartholomew County,Indiana,83779,79.494181
18007,Benton County,Indiana,8748,8.310719
18009,Blackford County,Indiana,11758,27.500269
18011,Boone County,Indiana,67843,61.938020
18013,Brown County,Indiana,15092,18.677204
18015,Carroll County,Indiana,20257,21.012295
18017,Cass County,Indiana,37689,35.306622
18019,Clark County,Indiana,118302,122.508200
18021,Clay County,Indiana,26225,28.314566
18023,Clinton County,Indiana,32399,30.882096
18025,Crawford County,Indiana,10577,13.362647
18027,Daviess County,Indiana,33351,29.981812
18029,Dearborn County,Indiana,49458,62.593359
18031,Decatur County,Indiana,26559,27.523817
18033,DeKalb County,Indiana,43475,46.263192
18035,Delaware County,Indiana,114135,112.388247
18037,Dubois County,Indiana,42736,38.618478
18039,Elkhart County,Indiana,206341,172.007606
18041,Fayette County,Indiana,23102,41.483095
18043,Floyd County,Indiana,78522,204.896717
18045,Fountain County,Indiana,16346,15.950908
18047,Franklin County,Indiana,22758,22.856952
18049,Fulton County,Indiana,19974,20.933895
18051,Gibson County,Indiana,33659,26.662284
18053,Grant County,Indiana,65769,61.325178
18055,Greene County,Indiana,31922,22.720545
18057,Hamilton County,Indiana,338011,330.959177
18059,Hancock County,Indiana,78168,98.644644
18061,Harrison County,Indiana,40515,32.285713
18063,Hendricks County,Indiana,170311,161.608487
18065,Henry County,Indiana,47972,47.265120
18067,Howard County,Indiana,82544,108.772690
18069,Huntington County,Indiana,36520,36.849544
18071,Jackson County,Indiana,44231,33.487349
18073,Jasper County,Indiana,33562,23.155451
18075,Jay County,Indiana,20436,20.552944
18077,Jefferson County,Indiana,32308,34.589749
18079,Jennings County,Indiana,27735,28.435527
18081,Johnson County,Indiana,158167,190.575075
18083,Knox County,Indiana,36594,27.380242
18085,Kosciusko County,Indiana,79456,57.726897
18087,LaGrange County,Indiana,39614,40.289400
18089,Lake County,Indiana,485493,375.785566
18091,LaPorte County,Indiana,109888,70.918162
18093,Lawrence County,Indiana,45370,38.998866
18095,Madison County,Indiana,129569,110.698305
18097,Marion County,Indiana,964582,939.419942
18099,Marshall County,Indiana,46258,40.260408
18101,Martin County,Indiana,10255,11.792565
18103,Miami County,Indiana,35516,36.680725
18105,Monroe County,Indiana,148431,145.263251
18107,Montgomery County,Indiana,38338,29.332145
18109,Morgan County,Indiana,70489,67.393441
18111,Newton County,Indiana,13984,13.439178
18113,Noble County,Indiana,47744,44.869171
18115,Ohio County,Indiana,5875,26.330317
18117,Orange County,Indiana,19646,19.040613
18119,Owen County,Indiana,20799,20.842527
18121,Parke County,Indiana,16937,14.704798
18123,Perry County,Indiana,19169,19.388096
18125,Pike County,Indiana,12389,14.308881
18127,Porter County,Indiana,170389,157.360582
18129,Posey County,Indiana,25427,23.981687
18131,Pulaski County,Indiana,12353,10.998156
18133,Putnam County,Indiana,37576,30.191568
18135,Randolph County,Indiana,24665,21.051388
18137,Ripley County,Indiana,28324,24.496712
18139,Rush County,Indiana,16581,15.686324
18141,St. Joseph County,Indiana,271826,229.211353
18143,Scott County,Indiana,23873,48.411558
18145,Shelby County,Indiana,44729,42.005884
18147,Spencer County,Indiana,20277,19.731931
18149,Starke County,Indiana,22995,28.719345
18151,Steuben County,Indiana,34594,43.257137
18153,Sullivan County,Indiana,20669,17.846244
18155,Switzerland County,Indiana,10751,18.811578
18157,Tippecanoe County,Indiana,195732,151.476194
18159,Tipton County,Indiana,15148,22.448213
18161,Union County,Indiana,7054,16.896592
18163,Vanderburgh County,Indiana,181451,299.816952
18165,Vermillion County,Indiana,15498,23.295618
18167,Vigo County,Indiana,107038,102.410015
18169,Wabash County,Indiana,30996,29.010008
18171,Warren County,Indiana,8265,8.750255
18173,Warrick County,Indiana,62998,63.208820
18175,Washington County,Indiana,28036,21.072520
18177,Wayne County,Indiana,65884,63.318758
18179,Wells County,Indiana,28296,29.680872
18181,White County,Indiana,24102,18.422760
18183,Whitley County,Indiana,33964,39.077143
19001,Adair County,Iowa,7152,4.850773
19003,Adams County,Iowa,3602,3.284440
19005,Allamakee County,Iowa,13687,8.269513
19007,Appanoose County,Iowa,12426,9.647674
19009,Audubon County,Iowa,5496,4.790525
19011,Benton County,Iowa,25645,13.827062
19013,Black Hawk County,Iowa,131228,89.538975
19015,Boone County,Iowa,26234,17.721736
19017,Bremer County,Iowa,25062,22.220339
19019,Buchanan County,Iowa,21175,14.316274
19021,Buena Vista County,Iowa,19620,13.176789
19023,Butler County,Iowa,14439,9.609638
19025,Calhoun County,Iowa,9668,6.550603
19027,Carroll County,Iowa,20165,13.672715
19029,Cass County,Iowa,12836,8.783223
19031,Cedar County,Iowa,18627,12.411391
19033,Cerro Gordo County,Iowa,42450,28.840464
19035,Cherokee County,Iowa,11235,7.519169
19037,Chickasaw County,Iowa,11933,9.135510
19039,Clarke County,Iowa,9395,8.413060
19041,Clay County,Iowa,16016,10.901620
19043,Clayton County,Iowa,17549,8.703583
19045,Clinton County,Iowa,46429,25.796488
19047,Crawford County,Iowa,16820,9.093156
19049,Dallas County,Iowa,93453,61.331283
19051,Davis County,Iowa,9000,6.919554
19053,Decatur County,Iowa,7870,5.712970
19055,Delaware County,Iowa,17011,11.369551
19057,Des Moines County,Iowa,38967,36.155197
19059,Dickinson County,Iowa,17258,17.511172
19061,Dubuque County,Iowa,97311,61.765625
19063,Emmet County,Iowa,9208,8.980537
19065,Fayette County,Iowa,19650,10.381221
19067,Floyd County,Iowa,15642,12.063570
19069,Franklin County,Iowa,10070,6.680815
19071,Fremont County,Iowa,6960,5.257132
19073,Greene County,Iowa,8888,6.024524
19075,Grundy County,Iowa,12232,9.410695
19077,Guthrie County,Iowa,10689,6.987650
19079,Hamilton County,Iowa,14773,9.889647
19081,Hancock County,Iowa,10630,7.187799
19083,Hardin County,Iowa,16846,11.424850
19085,Harrison County,Iowa,14049,7.784178
19087,Henry County,Iowa,19954,17.740048
19089,Howard County,Iowa,9158,7.471632
19091,Humboldt County,Iowa,9558,8.495889
19093,Ida County,Iowa,6860,6.138154
19095,Iowa County,Iowa,16184,10.654997
19097,Jackson County,Iowa,19439,11.800364
19099,Jasper County,Iowa,37185,19.656290
19101,Jefferson County,Iowa,18295,16.218974
19103,Johnson County,Iowa,151140,95.197903
19105,Jones County,Iowa,20681,13.871879
19107,Keokuk County,Iowa,10246,6.830409
19109,Kossuth County,Iowa,14813,5.879664
19111,Lee County,Iowa,33657,25.108759
19113,Linn County,Iowa,226706,122.065263
19115,Louisa County,Iowa,11035,10.604622
19117,Lucas County,Iowa,8600,7.711223
19119,Lyon County,Iowa,11755,7.723354
19121,Madison County,Iowa,16338,11.244328
19123,Mahaska County,Iowa,22095,14.943919
19125,Marion County,Iowa,33253,23.154739
19127,Marshall County,Iowa,39369,26.550874
19129,Mills County,Iowa,15109,13.335977
19131,Mitchell County,Iowa,10586,8.712406
19133,Monona County,Iowa,8615,4.792400
19135,Monroe County,Iowa,7707,6.860908
19137,Montgomery County,Iowa,9917,9.028540
19139,Muscatine County,Iowa,42664,37.656540
19141,O'Brien County,Iowa,13753,9.266558
19143,Osceola County,Iowa,5958,5.769936
19145,Page County,Iowa,15107,10.903664
19147,Palo Alto County,Iowa,8886,6.084669
19149,Plymouth County,Iowa,25177,11.266313
19151,Pocahontas County,Iowa,6619,4.427285
19153,Polk County,Iowa,490161,330.737191
19155,Pottawattamie County,Iowa,93206,37.860402
19157,Poweshiek County,Iowa,18504,12.214304
19159,Ringgold County,Iowa,4894,3.528651
19161,Sac County,Iowa,9721,6.527227
19163,Scott County,Iowa,172943,145.766588
19165,Shelby County,Iowa,11454,7.485734
19167,Sioux County,Iowa,34855,17.524895
19169,Story County,Iowa,97117,65.473798
19171,Tama County,Iowa,16854,9.025332
19173,Taylor County,Iowa,6121,4.443174
19175,Union County,Iowa,12241,11.156216
19177,Van Buren County,Iowa,7044,5.609860
19179,Wapello County,Iowa,34969,31.265502
19181,Warren County,Iowa,51466,34.871562
19183,Washington County,Iowa,21965,14.909559
19185,Wayne County,Iowa,6441,4.732502
19187,Webster County,Iowa,35904,19.369070
19189,Winnebago County,Iowa,10354,9.982049
19191,Winneshiek County,Iowa,19991,11.188993
19193,Woodbury County,Iowa,103107,45.606604
19195,Worth County,Iowa,7381,7.122352
19197,Wright County,Iowa,12562,8.356455
20001,Allen County,Kansas,12369,9.545721
20003,Anderson County,Kansas,7858,5.234209
20005,Atchison County,Kansas,16073,14.392830
20007,Barber County,Kansas,4427,1.507201
20009,Barton County,Kansas,25779,11.117842
20011,Bourbon County,Kansas,14534,8.830632
20013,Brown County,Kansas,9564,6.468499
20015,Butler County,Kansas,66911,18.070297
20017,Chase County,Kansas,2648,1.322544
20019,Chautauqua County,Kansas,3250,1.964109
20021,Cherokee County,Kansas,19939,13.102325
20023,Cheyenne County,Kansas,2657,1.005867
20025,Clark County,Kansas,1994,0.789922
